review,label
买来试试好吃不，第一次购买，快递很给力，快递员很好,1
"真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。性价比很高，价格实惠。以后还会光顾的。",1
质量不错?物流很快包装完好无损！,1
值得购买的产品，做工非常精细，比想象中的好，推荐大家尝试大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算物流速度真的是没话说，就是一个字：快。商品从外包装来看非常高档，真是一分钱一分货，贵有贵的道理双十一的宝贝收到了，太惊喜了，质量非常好，性价比很高，真是出乎我的意料！,1
买的买的白玉米，不知道为啥发来是花的。反正一样吃，就这样吧。玉米个头适中，不是很小那种，看上去品质还是不错的，已经放冰柜冷藏啦，要是好吃下次再回购。,1
今天才第一次煮来吃，真的有小时候吃玉米的味道。,1
大品牌质量有保证，送货速度服务态度好。活动价格实惠，质量管理到位，口感软糯，玉米香甜。,1
玉米的营养价值很高，吃粗粮有益于身体健康，我非常喜欢吃玉米，这次在京东购买了很多玉米，彻底满足了我的口腹之欲。在电饭煲或者蒸锅内加入足量冷水，将玉米放入其中蒸制，水烧开后再蒸制20至30分钟，口感香糯、营养丰富。,1
玉米收到了，好好吃，作为一个东北人，吃到这么好吃的玉米好开森，感觉比外面买的好吃太多了  无意间搜到的玉米，一看还是东北产地，就买回来尝一下。 真的是东北玉米的感觉，给我们在外地吃不到的方便了很多，包装那是没话说，看着就高级～口感也不错，我买的拼色的，都好吃，粘粘糯糯，会回购！,1
这款玉米已经买过很多次了，现在吃玉米就吃这款有机的，外面买的话怕买到非转基因的，而且好多时候玉米都没有玉米味，这款玉米是小时候吃玉米的味道，买回来可以冰箱冷冻，随时吃随时煮，很方便，京东购买送货速度很快服务态度也很好。,1
"玉米没看清楚 是速冻、需要冷冻！冰箱一点位置没有?
抓紧吃每天吃吧！白色的高叶酸的味道很好颗粒饱满！黄色的不好！颗粒干瘪！比较推荐白色的！白色甜糯！挺有东北玉米味道的！很不错黄色不好吃！价格同样更推荐白色！",1
多次购买了这个品牌的玉米，味道挺好。,1
这家的粘玉米应该是经典产品了，一直非常不错，只是价格波动比较大，有时候价格高的吓人，但愿能够有更多的好品种，高质量满足消费者的要求。,1
整体不错吧，多次购买的玉米了，现在很多玉米有转基因的，而这款有有机验证，值得信赖，有机玉米就和小时候吃的一样，有自然的玉米香味，软糯香甜可口,1
包装特别棒，还没吃，感觉能不错,1
蒸了吃了，有点硬，其他还好,1
健康营养，食用方便。,1
大品牌质量有保证，送货及时服务态度好，活动价格实惠，口感软糯玉米香甜。,1
在京东上已经无限次购买金良玉地的白糯玉米了。它产自于黑龙江优质寒地黑土地带，是东北有机玉米。蒸煮熟后软糯鲜香，有嚼劲儿，口感挺好的，趁热食用味道最佳。礼盒外包装，里面是独立的十二根小包装。干净卫生，容易储存。,1
经常在京东买这种玉米，但是这个牌子的是第一次购买，包装很好，没有漏气的现象,1
买玉米粒炒饭用的，哈哈哈虾仁蛋炒饭。虾仁挑虾线备用，青豆玉米粒准备好，可以加点胡萝卜粒，我家喜欢先用蛋黄液把米饭粒包裹一下，蛋白先炒，青豆玉米单独炒熟，虾仁也单独炒，不粘锅里少许油炒米饭，最后混合一下，完美,1
物品收到包装完好无损，多次购买了，这次在双11买的价格比较优惠。,1
有活动多囤些，这款有机糯玉米吃着放心，希望这家店多有优惠活动,1
很香，很好吃。经常购买。,1
太喜欢吃这款玉米了，有机玉米很好吃健康每次都要买几箱慢慢吃,1
多次购买了！很好吃的玉米！物流和产品都不错，性价比高，赞赞赞???,1
有机食品。味道好：吃着香,1
这个品牌的玉米已经买过很多次了，主要因为是有机食品，但味道确实也很好吃，不是外面那种没有味道的玉米或用糖水泡过了的玉米，口感是软糯的，微微甜，玉米的香，就是小时候吃过的味道，家人都很喜欢，京东的送货速度很快，服务态度也很好，送货上门，推荐给有需要的朋友。,1
吃过几次这个玉米了，冷冻的，保留了营养还方便，想吃了就热几个，放锅里煮或者蒸都行，熟的快。已经切成小块了，想吃少量也行，放蒸蛋器里几块几分钟就能吃了。玉米干净，玉米粒完整，饱满，有嚼劲，吃完了还想吃。京东快递有保证，送货快，拿到还是冻着的。,1
玉米很好，独立包装，京东冷链配送，方便快捷,1
玉米太好吃了，很有嚼头，头已经去掉了，玉米非常香，不是特别甜，但是玉米淡淡的甜味还是有的，非常好吃，吃完还买，好吃。必须好评,1
"这款玉米是冷冻的，但是我买到最好的。
京东的冷链，真心靠谱。配送速度快，现在在京东上买冷鲜一点也不担心运输问题。
最关键是口味好，有嚼劲，还很香甜，对比过很多牌子，最终就一直吃个了！性价比很高！",1
"这款玉米口味是真的好，有嚼劲，还很香甜，对比过很多牌子，最终就一直吃个了！性价比很高！
京东的冷链，真心靠谱。包装的严实，有冰块有干冰。配送速度也快，现在在京东上买冷鲜一点也不担心运输问题。",1
"作为老客户的上新试吃：可以说新玉米口感很惊艳了，甜中带着糯，冻玉米有些颗粒干瘪，颜色也不一样，以为是质量问题，问客服说是因为有甜粒有糯粒，甜粒冷冻后***瘪的而且有色差，果然煮熟以后就饱满了，口感不错。
看检测报告叶酸含量很高，好吃又能补充叶酸，开心，好评",1
金良玉地玉米香糯甜润营养丰富不错好极了。,1
"最关键是口味好，有嚼劲，还很香甜，对比过很多牌子，最终就一直吃个了！性价比很高！
京东的冷链真心靠谱。包装的严实，。配送速度也快，现在在京东上买冷鲜一点也不担心运输问题。",1
这款品牌的玉米已经买过多次了，只要吃玉米，就从京东购买这个品牌，玉米真的很好吃，不是现在那种加甜的玉米，也不是非转基因玉米，是小时候吃过的玉米味道，很香，而且都是独立包装很方便，京东的送货速度很快，服务态度也很好，推荐购买。,1
京东的冷链，真心靠谱。包装的严实。配送速度也快，现在在京东上买冷鲜一点也不担心运输问题。这款玉米是冷冻的，口味好，有嚼劲，还很香甜，对比过很多牌子，最终就一直吃个了！性价比很高！,1
玉米蒸塾后很嫩，挺好吃的。,1
这个玉米很糯，甜度不一，煮了4个，有一个甜，其它3个一般，但是都很糯，老嫩也不一，嫩的更好吃,1
以前买过这款玉米粒，香甜美味，吃法多滋多彩,1
备货，一直在这里购买，方便快捷。,1
京东的冷链，真心靠谱。包装的严实，配送速度也快，现在在京东上买冷鲜一点也不担心运输问题。最关键是口味好，有嚼劲，还很香甜，对比过很多牌子，最终就一直吃个了！性价比很高！,1
我老公吃了一只过后，他觉得有点不习惯，因为他平时喜欢菜种甜玉米，但是后来我们把这个玉米拿来做。玉米稀饭过后就发现这个域名好实用，非常适合做玉米稀饭。而且非常好吃。你感觉会很营养，我们都是洞放在。冰箱的上唇。我觉得应该放在冰箱的冰冻层。这样会更好一些。放在上层久了剩余两只发霉了因为 一定要冰冻,1
很不错的选择，活动期间购买优惠多多！,1
有机糯玉米，一直购买的！回购买的很多次了！！！,1
发货很快，包装的很好，价格也特别实惠，还有这么多功效也是不错了，值得购买用了觉得很不错，商品质量好，发货也挺快的，总之就是很赞了,1
在这里选购安全方便快捷?，快递小哥态度非常好，这个价格非常给力?，十分推荐，会继续回购正品，棒棒哒，价格很优惠，总而言之挺好的，还会再买发货很快，包装的很好，价格也特别实惠，还有这么多功效也是不错了，值得购买品质很不错?，性价比比较高的的商品?，喜欢的亲可以直接下手不要犹豫哦?,1
玉米糯糯的，甜甜的。还送了一袋玉米粒，第二天就收到了,1
这个玉米是第一次购买，非转基因的，煮过也蒸过，都很好吃。有一点点甜，还有一点点粘糯，口感很好，吃着很香。这个 是非常值得购买的玉米。包装很好，送来时还冻着呢，推荐。,1
买了N次金良玉地的白糯玉米，好吃实惠百吃不厌。玉米是独立包装的，干净卫生。个头小的玉米最好吃，软糯可口弹牙有嚼劲。少数几次收到的个头很大，口感较硬就不太好吃了。,1
是玉米，专家说甜玉米是转基因，你广告写的是非转基因，还是有机食品，我不知你们谁说的对。此玉米棒大，颗粒小。,1
还吃，新鲜，香糯玉米很好吃。送货也快。,1
长期购买金良玉地的白糯玉米，好吃实惠百吃不厌。一箱有十二根独立包装的玉米，干净卫生容易保存。不需要解冻直接蒸煮，口感弹牙香糯，越嚼越香，健康营养必选。,1
玉米?很好吃，上次买的黄玉米，这次买的白色的。玉米蒸完之后很粘，稍微有些甜口。而且还是非转基因有机玉米。礼盒包装，不论是自己吃还是送人都很不错。,1
快递很快，收到还是没化冻的，觉得不错,1
推荐购买金良玉地的白糯玉米，口感比黄糯玉米更胜一筹。产自于黑龙江优质黑地寒土地带，是东北有机玉米。蒸煮熟后，软糯鲜香，吃口有嚼劲，趁热品尝口味最佳。,1
很不错，每次搞活动都会买这款玉米，上锅蒸15分钟就可以，需要冷冻保存，比农嫂等其它品牌要好吃，东北玉米，确实不错，赶上活动买合着一棒不到3元，个头算比较大的，比较糯，很香，口感也好，推荐大家购买哈,1
家里一直买这个牌子的玉米，有机种植，非转基因，食用起来安全放心。东北产的玉米，味道确实挺好，糯、有嚼劲儿、清甜可口，而且是切成小段的，食用很方便。,1
我真的好喜欢吃这个牌子的糯玉米，它的口感非常的软糯，有那种玉米的原始香味，而且京东打折的时候买价格也很划算，我经常会回购，物流又快又好送上门，还是冰冰的很棒。,1
东西挺不错的，与描述的完全一致，非常满意，真的很喜欢，符合期望值，包装非常仔细、严实，运送速度很快，很满意的一次购物。煮了后很糯但不甜。,1
活动买的，本来就是活动价49.9元，还赠送了一份腐竹，在加上满减399-200超级合适，以前买的时候都是59.9还没有赠品，物流也没得说，最主要的是好吃,1
不知道买了多少次，就是喜欢，吃着一直很有玉米香甜味道，现在全家都爱吃，偶然儿子给同事带了一根，也爱上了，居然主动让儿子给带玉米。几乎每天都在关注，从2020年底到现在一直没什么活动，前几天有活动赶紧买了，要不是冰箱有地方放，肯定得多买。就是不知道日期还是2020年9月份的,1
这款东北玉米非转基因，已经购买多次口感非常好吃然后经过一段时间以后会自然地开花，很浓，很柔软另外，京东的配货速度特别快今天买，明天就到了,1
正宗老玉米的口味，非常好吃，有一种童年的回忆的感觉，个人口味更偏好这种老玉米，不喜欢吃水果玉米。品质好质量好，已经回购很多次了，品质稳定。,1
玉米不错，个头很大，连着买了三年了，白色的要硬一点，冲着有机来的，物流速度也很快,1
孩子喜欢吃玉米，现在不是季节，所以在京东购买，味道不错，粘粘的，很甜，玉米也很大，是粘玉米，包装不是真空的，平时需要冷冻，不影响口感,1
这是我买了很多很多次的鲜糯玉米，好吃的让人感动，我是主食吃它零食也是吃它，大家可以放心购买,1
玉米除了贵没啥毛病。包装很好，每根都都有独立的塑料袋，每根玉米都很胖，就是玉米芯有点粗。玉米吃起来很糯，个人哭的6根盒装的没有2根装的嫩,1
玉米收到了，用锅蒸了十几分钟。味道还可以。玉米粒不是很大。也不是很甜，就是还可以吧。反正很难吃到小时候那种香香的甜甜的玉米。自营发货还是可以的等生鲜冷链配送可以。,1
很好吃很好吃的玉米，就是不做活动的时候有些贵。中间买过别的牌子的玉米，一点都不好吃，这次京东搞活动，价格非常划算，才两块多一个,1
一直回购的白色糯玉米，不论蒸着吃，还是烧汤喝都很好吃，正好这次有活动就又买了，价格实惠，包装完整，快递员送货上门，很赞，有需要会继续回购.,1
这个玉米是真的好吃，软硬适中，糯叽叽，有嚼劲，后面还打了孔，用来烧烤吃也是不错的选择。一箱12个不够吃啊，吃完再来买了，下次试试黄色的。,1
"给老婆买的，黑色玉米抗氧化是因为含花青素，和蓝莓的有些功效差不多。
主要还是因为玉米的维生素和矿物质比较丰富。
我一般用来煲汤的时候都会加上，确实还是不错的。
这款玉米也不太老，而且微甜，无论是单独煮食还算做汤都不错，还是值得购买的。
物流也比较快，京东自营配送。",1
先说物流，京东物流快快快。日期很新鲜，吃着也放心。刚拿到的时候还是冰的，所以有保障。今天是蒸的，熟是熟了，但感觉还是便硬，煮的话可能更好。,1
有机玉米很好吃。,1
玉米新鲜，每个都是独立包装，每箱有12支。京东冷链运输，发货快，收到还是冷冻的。成熟度适中，软糯香甜，咀嚼有弹性，非常好吃。,1
东西挺不错的，与描述的完全一致，非常满意，真的很喜欢，符合期望值，包装非常仔细、严实，运送速度很快，很满意的一次购物。,1
玉米已经收到，物流速度非常快，当天下单，当天到货，一箱大概十个吧，包装的挺好的，真空包装，保质期比较长，然后做起来也挺方便的,1
糯玉米是加工后保鲜冷冻的，每箱有12个，每个都是独立包装。玉米成熟度高，口感软糯、香甜，非常劲道，好吃。京东冷链运输，物流速度快。,1
单独包装，看着就舒心，也保证了卫生，玉米甜糯有嚼头,1
京东活动时候买的，价格便宜，减肥必备品，搭配一些蔬菜吃着更健康，甜甜的，京东值得信赖，下次再来买，非转基因，吃着放心，安全,1
这个牌子玉米?，好坏参半，买的黄色的吃出了之前爸爸种地的味道，但买的白玉米是不咋好吃，特别是某一穗还有说不出的苦涩味道，赶紧扔了，其余的玉米特别特别老，相对来说是真心不好吃，但黄玉米还是可以的，做为东北人，感觉白玉米还没有自家冷冻的好吃，希望卖家注意品质！,1
多次回购的产品，玉米在这一家有好多种味道，最新欢这个高叶酸的甜落玉米糯玉米，口感微甜，香糯可口美味早餐可以当早餐哦?零食吃都很好?,1
到货速度快速的，京东就是好用哦，玉米?非常喜欢好吃，全家都喜欢，吃起来淡淡清香扑鼻味道微甜 香糯可口美味早餐，当零食吃也很完美,1
好吃，喜欢有机玉米，尤其是叶酸含量高，太好了！,1
白糯的比较硬得多煮，黄糯的比较软烂一点孩子可以吃，这个牌子的玉米买过很多次了，有活动的时候价格还可以。,1
物流很快，包装完好，晚上下单，第二天就收到了，最喜欢京东上买冷冻的东西了，每次拿到手的东西都是硬邦邦的，冰一点都没有化掉，这次买的玉米，品质不错，已经多次购买，还会继续关注的！,1
发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门……,1
金良玉地玉米我己经买了很多很多次了，既是主食又可以做零食，最喜欢的一款玉米,1
京东送货师傅很细心的放那种冷冻袋子里送的货，京东服务值得信赖，玉米等吃了以后再评价,1
这款玉米已经买了很多次了，口感甜香，非常好吃，过春节这次多买了一些。,1
非常喜欢这个玉米?买了四项四箱子，蒸熟的时候满屋飘香的孩子闻到味道比布吉岛迫不及待的要吃，几口就啃完了一根酸叶的又ken花玉米了，,1
下单的是白糯，收到的却是花糯。不过也可以。,1
"我收到的这批玉米是1月21封装的，市面上这种玉米一般都是煮熟后冷冻封装保存的。买回来之后最好立马冷藏保存，不然容易影响玉米的品质。
今晚蒸煮了一个品尝，口味糯香，品质合格。想要有新鲜玉米的品质，还是去菜市场购买比较好，这个还算凑合。",1
这个玉米?玉米是我吃过最好吃的糯玉米 真的跟外面普通店铺跟市场包子店不一样 我之前没有吃过 就一直外面买 现在吃过这个都不吃外面的那种玉米了 我爱肖战 爱玉米,1
玉米鲜香浓郁，第二次购买，很喜欢这款玉米?,1
"看下图，我自己做的披萨哦～味道不错，质量可以说是非常好了，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物",1
金良玉地白糯玉米是我家长期购买的品种。12根一箱的家庭礼盒装，每根都是独立包装的，干净卫生又容易保存。玉米很容易煮熟，口感软糯弹牙，营养丰富，是健康的粗粮食品。,1
含叶酸的有机糯玉米，非常好吃！喜欢。,1
此玉米需要-18℃保存，因此应该采用冷链运输，但我收到的玉米没有采用任何降温措施,1
已收到商品，一直定这家玉米，吃了几家，买来买去，就这里的好吃，黑的、黄的、白的吃来吃去还是感觉白的口感更好些，吃完再来哦！,1
减肥的日子早上经常是一根玉米，一碗牛奶的搭配。选白糯玉米，是因为看评论说比黄糯要软嫩些。玉米下单后，到货非常快，隔天就到了。打开箱子里面都是一根根的独立包装，里面是煮熟冻好的。早上吃的时候就放蒸锅里大火蒸15-20分钟差不多了。玉米不是特别甜那种，很适合我这样的减肥人群。比较香糯。有活动还会再来,1
我老婆想要吃的黏玉米?，我试过以后也觉得不错，以后再来,1
活动买的，好吃不贵，儿时的记忆，慢慢的回忆。质量保证价格合适。活动买的，好吃不贵，儿时的记忆，慢慢的回忆。质量保证价格合适。活动买的，好吃不贵，儿时的记忆，慢慢的回忆。质量保证价格合适。,1
东西很好，京东物流一如既往的超赞，还会选择京东购物,1
一直都喜欢吃糯玉米，广东这边的市场很难买到真正的糯玉米，就试着在网上买，第一次买这款糯玉米还真把我惊艳了，是新鲜速冻的，煮熟后口感很糯还带有新鲜玉米的一点天然甜味，不像其它厂家卖的那样是已经煮熟没有口感和啥味道，所以趁着有优惠就屯多点，每天早餐和鸡蛋一起煮来吃，健康又好吃,1
高叶酸玉米?~糯糯的很好吃~也很方便！打开包装加热就可以啦！美味有营养！老少皆宜！性价比高~大品牌值得信赖~很棒的商品！,1
早上下单，晚上就送到了，特别感谢快递小哥！,1
还可以吧，就是因为疫情物流速度稍微有点慢，不过也还可以,1
玉米很好吃，口感很不错?，老少皆宜。物流很快。,1
送货很快并用保温箱储藏送来，很新鲜。,1
每个都是独立包装的，吃起来方便，经常购买，糯甜，味道很好。,1
收到的物品实在太好了，京东物流确实快，价格便宜，终于收到我需要的宝贝了，东西很好，价美物廉，这是我我最满意的一次购物。宝贝正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指。后续继续支持京东。。。,1
性价比非常高，活动力度可以哦！买了一大箱子，够吃两三个月，玉米对缓解便秘非常有效。玉米是生的，不是真空包装，所以一定要放冷冻层，保鲜才比较久，玉米不老，有点偏嫩，有点甜甜的，毕竟是冷冻的，玉米鲜度一般，但是这个价格已经很可了！,1
"终于买到满意的商品了，超出期望，非常喜欢，身边的人都问我要链接
物流很快，质感很好，很漂亮，很喜欢
一如既往的好品质，非常喜欢的一款产品，非常棒！o(*￣︶￣*)o",1
京东的物流完美。多吃玉米补充膳食纤维。,1
这几个月一直在吃这款玉米，黄色的不好吃，喜欢吃嫩的可以考虑，老得还是需要买白的，一般做活动的时候合2.7左右一个，还是比较划算的，不做活动太贵了，感觉不值，因为也不算太大，活动时候多囤点还是建议的，以后会继续购买,1
回购的一单，前两天买的很快吃完了，非常好吃。,1
一如既往地好，减肥期间的主食！,1
买过这个玉米，有白的，还有黄的，这次买的是黄的，价钱比较合适，早餐起来蒸一根，非常方便,1
京东自营的就是牛?！昨天下单今天就到了！,1
突然想吃玉米。市场上有买不到这个季节不好每米。还好有京东。那我想吃玉米就能吃得到。玉米非常好吃。只是稍微有点硬。用来炖。彩池应该是没问题的。如果蒸着吃煮着吃。还是稍微有点儿硬。如果吃完可以在测绘。这些,1
买了很多年了，出于对京东超市的信任，一只购买，每次有大活动的时候会很合适，我就好几箱好几箱的买入，今年也买了三箱，哈哈，看着一如既往，还没吃，希望品质也一如既往的好。,1
各种玉米又屯了好多，这次买了好多。慢慢吃。,1
软糯香甜，很好吃，值得购买，快快下单吧,1
上当了，这次买的玉米和去年买的不一样，玉米送来时，箱子有水，好像冻了又化开，在冻上，蒸煮的玉米一点玉米香味都没有，不知是物流还是玉米的问题，没送货之前和京东客服人员联系，周六周日休息不在单位，客服告知放在站点的冷柜中，看来都是谎话，京东这么一个大商城，怎么满嘴跑火车呢,1
当天送达，包装完好，这款是速冻玉米，单独真空包装，产地是黑龙江的黑河。每根玉米240克，个头比较大，总共有12根，还送了一小包牛肉丸。,1
好吃，不是很甜，但是很软糯,1
这款玉米非常的好吃，已经回购多次了，大人孩子都喜欢吃，味道很软糯，很香甜，非常喜欢，每次搞活动的时候买特别合适，当然要是想吃了，不搞活动的时候也会买,1
首先京东的物流配送真是快，客服服务就是好，其次购买京东自营店的物品和生鲜，质量有保证又放心，现在家里的用的吃的基本上都是在京东上解决了。,1
玉米是原味的糯的，没有添加甜蜜素那些异香，不错不错,1
趁着做活动囤了一些，整体还是很不错的，性价比很高。京东物流还是一如既往地快，晚上下单，早上开始派送，整体比较满意的一次购物，给个好评。,1
米粒软糯，蒸热后有淡淡的香味，吃着微甜，口感很好。,1
塞满了，我们一家都爱吃这种软糯的玉米，口感特别好，不嫩不老。非常喜欢。,1
自己买了不下十次啦 同事看见也跟着买了很多 确实是我买过的糯玉米里面品质最好的 几乎没有坏的 根根都很匀称 口味都很好 持续加购中,1
快递送到家门口，还是冰冰的，这玉米口感好，软糯，再买的，,1
玉米外观很好看，但是蒸了不是也不糯,1
凑单买的，包装很严实，还没打开吃后再追评。,1
吃第一根的时候口感有些苦，吃完发现棒骨上有黑点，幸好之后吃过的没发现这种情况，肯定是没有新鲜的好吃，但这个季节能吃到这样的也可以了。,1
冷链运输，发货很快，包装仔细，送到还冻着呢。双十一并没影响送回速度，很棒。玉米单个有包装，方便保存，一箱子有十二个玉米，味道比较好吃。,1
整体挺好，五星好评，不过这款不如另一款好吃，不会再买，不过京东值得信赖，还不用操心，物流也快，各方面放心，比自己跑出去省事省钱，生产期比较新鲜，还会再来。,1
全网唯一的高叶酸玉米是我吃过最好吃的玉米，又糯又甜，满口新鲜虽然拆开的时候颜色不一致，后来问了一下客服，是因为高叶酸玉米三糯一甜，速冻甜粒会干瘪收缩，颜色发深，用锅蒸煮之后果然恢复了，全家都爱了。这次半价还买了一堆野菜饺子，昨天一下子家里就吃了三包，金良玉地的产品完全不踩坑，买买买,1
不错！第一次购买，赶上搞活动，经济实惠！味道也不错，特意多煮一会儿，很好吃！,1
有机玉米回购多次，质量好，口感糯香。,1
有机玉米蒸好后糯而香,1
很好，运输又快，还会再买。,1
现在特别喜欢上京东购买，省力省心。,1
这款玉米非常的好吃，我们已经买了很多次了，每次都要买很多。这次赶上京东的活动价，价格特别优惠，这一次又屯了四十多个。吃完还会再买……,1
漂亮，口感也很不错，下次还买,1
味道一般吧，没那么好吃,1
京东购物方便快捷，早晨下的单，晚上快递小哥冒着大雨送到，为他们的敬业精神点赞?,1
看起来还不错，有点小贵,1
以前经常买，有时买六根包装的有时买12只包装的。天冷就想起买些存着，想吃时煮两根。很糯很甜那种。这次还赠送了冻豆腐。上次买送的冻腐竹。,1
菲力算是牛排里最顶级的部位了，价格也几乎是最贵的，对菲力的了解还是源于当年孙红雷拍的一部电视剧《好先生》里做的惠灵顿牛排，在应聘灰鲸餐厅后厨一句霸气的菲力，还有一想起把关晓彤作为试吃对象，一下给她做了得十来道惠灵顿牛排，最后把她吃吐的场景就忍不住笑。线上品牌里卖菲力牛排部位的不是很多，那种标着儿童菲力牛排的就不要提了，不建议买，一般都是薄切。可能菲力本身横截面比较小，200g的厚度已经不错了。春禾秋牧是国内做牛排比较大的品牌了，他们家的牛排回购很多次了，不管是加拿大AAA级系列还是澳洲安格斯系列，在厚度、品质上都很满意。此款菲力瘦肉较多，也是菲力的特点，老婆孩子吃了都说不错，推荐！,1
一直吃这家的糯玉米 非转基因 吃的放心 不管是黄糯玉米还是白糯玉米 都非常香糯可口 甜甜的 蒸煮煲汤都可以 大家值得拥有,1
玉米很好，吃买过很多次了，玉米的味道，糯糯的、香香的。价格也不高，赶上京东的活动价，一下买了好几箱，真的很合适，以后还会再买的,1
质量不错，值得推荐购买，一次不错的购物体验，祝店家生意兴隆！,1
挺好的，价格适中，质量看着不错收到货后试了一下，很不错，质量很好，值得拥有！五星好评！宝贝很好，不得不说，客服态度也太好了吧！,1
这家的玉米，第二次购买了，每次买2箱，24支冰箱都塞满了。当早餐或者晚餐都不错。又糯又好吃。我感觉煮的比蒸的要好吃，煮的要软一些。玉米个比较大。白的和黄色的都好吃，老人小孩都喜欢。已经吃完多一半了。。,1
甜甜的水果玉米，味道不错，玉米棒也不小，玉米粒挺长的，孩子喜欢吃，现在每天都是精粮，吃一吃玉米改变下口味很好，排毒养颜易消化,1
有机玉米，又甜又香又糯,1
玉米很好吃，几天就吃完了！,1
东西不错，用劵还是比较划算的，比天猫便宜！感觉还行吧，就是价格不稳定，要时常关注价格！！！牙口不好的慎重，特别难嚼，也不是特别甜？。。。。,1
反复复购的多次，就是好吃，喜欢吃，买了4箱，送了一箱，我们家人说我都成玉米人儿啦?,1
很好吃的，买过好多次了,1
包装特别好，送礼自用都很合适，内涵独立小包装，方便，美中不足的是需要低温冷藏,1
好，很糯，淡淡的甜味，.早上和晚上吃特别好，搞活动划算，以后会常买，也希望多多搞活动,1
还不错，需要放在冷冻室内，每天早餐来一支，均衡营养。这款玉米颗粒饱满，梗子细，口感可以，不是很软糯。每年多会买来品尝。,1
玉米香糯，快递快捷。,1
挺好吃的，快捷方便不错,1
玉米很好吃，划算！,1
金良玉地的有机糯玉米礼盒装，一盒12根黄色糯玉米，最好是蒸或煮一下，确实是糯玉米，口感不错，有机食品更健康。京东送货快，生鲜促销力度大。,1
加热后很好吃,1
玉米两个月内我已经买了3次，一次买的比一次多，真的很糯很香。不过可能跟生长时间不同有关，这几次的玉米虽然都很香但有的老一些，有的嫩一些，嫩的就没有老的吃着香。家里人说要一直回购,1
这个品牌的玉米?非常好?，原有味道，回购几次了。,1
同时买了两个不同牌子的糯玉米，偏黄一些的是本品牌的产品，相比较而言，更糯更软更好吃，还会再买，推荐购买,1
家里常买的食物之一，有机玉米，非转基因，味道好，食材安全，非常不错！,1
节日京东搞活动性价比高 京东自营买的放心 京东快递送货及时,1
物超所值，话不多说，这四个字已经说明了一切正品，棒棒哒，价格很优惠，总而言之挺好的，还会再买物超所值，商品设计完美，外观也很高大上，让人爱不释手。客服更是热情的没话说，这次购物很满意是正品，和实体店一样，价格还优惠，果断转粉跟我在实体店买的一模一样！还是一样的好用，开心?宝贝收到了，很惊喜?，设计合理，时尚大方，继续关注，以后会回购的???高颜值，高品质，非常好，一分钱一分货，材质外观和质量一看就很上档次，非常喜欢,1
很喜欢吃玉米，买过很多牌子，发现这款最好吃，非常新鲜！值得信赖的品牌。回购回购回购。,1
一直在京东平台上面购物，东西的质量有保证，送货也很快！特殊时期尽量少出门，京东解决了大问题提供了很多方便。很好，还会回购。,1
好开心啊，这个玉米嘛，口感非常的不错，软软的，微微甜，份量很大，女生吃一个就能饱了，吃的出来，口感是非常新鲜的，易吸收！！,1
还没吃，放冰箱冻上了，明早吃,1
金良玉地 有机速冻白糯玉米 12支礼盒 2.88kg-3.8kg 年货礼盒 黑土地 蔬菜已经收到，包装完好无破损。送货速度杠杠滴。。。口感软糯，小朋友大人都喜欢，有活动会继续回购。。。,1
特别好吃的玉米，是黄糯口感，相对于真空包装，更喜欢这款玉米，感觉品质更好，也不容易变质。玉米糯糯的，直接修了吃或者炖汤都是非常不错，就是冰箱装不下，不能买太多，非常满意,1
看上去不错，冷冻到冰箱里了。期待质量满意，将来可回购,1
很好很喜欢，么么哒，最爱了。便宜实惠大气上档次,1
第1次买这家的玉米，分量足，保鲜很好，感觉不错，下次再来。,1
玉米很好吃，水开后20分钟就可以了,1
一直喜欢买黄糯的，不论煮蒸都好吃，软软糯糯的，特别用破壁机打的玉米汁超级好喝，认准这个牌子的，京东好货，棒棒哒！,1
长期在吃黄糯玉米，蒸着吃，煮着吃都好吃。,1
经常吃粗粮，对健康也比较好，特意买了好多玉米，这个玉米比较干净，单独包装的，稍微洗一下，直接放水里煮，或者锅里蒸一下就可以吃了，而且炖排骨汤啊，或者是吃火锅的时候也同样好,1
发货快，口味清香，有嚼劲,1
京东下单超快，买过几次要放冰箱，快递哥送到家里辛苦了点赞。,1
到货及时，之前听同事介绍这个牌子玉米不错，买来试吃，没有甜味，有点老。不知道是不是这个批次的玉米不太好。,1
这个玉米真好吃 我是第二次回购了 很软糯 早餐是很好的食物,1
黄色的也非常棒！味道香甜可口。还会回购的。,1
有机糯玉米，看评价应该好吃，相信京东货品,1
"以前买了黄糯玉米，很好吃，果实饱满，软糯香甜。
这次又入手了甜玉米，家里人也很喜欢，汁水丰富，甜度很高。
每个都独立包装，便于保存，吃不完要放到冷冻室保存。
这次春节囤货，早作准备。",1
